GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Grivet Standalone,com.fns.grivet.controller,MeController.AccountInfo,24,0,0,0,8,0,4,0,4,0
Grivet Standalone,com.fns.grivet.controller,MeController,18,0,0,0,3,0,2,0,2,0
Grivet Standalone,com.fns.grivet,StandaloneInit,5,3,0,0,2,1,1,1,1,1
